"id","pais","region","pais_wo","region_wo","continente","poblacion","date_cero","last_updated","casos_total","muertes_total","recuperados_total","muertes_per","recuperados_per","casos_pc","muertes_pc","recuperados_pc","casos_l14","muertes_l14","recuperados_l14","casos_pc_l14","muertes_pc_l14","recuperados_pc_l14","casos_m_l14","muertes_m_l14","recuperados_m_l14","muertes_m_l21","recuperados_m_l21","casos_lw","muertes_lw","recuperados_lw","casos_pc_lw","muertes_pc_lw","recuperados_pc_lw","casos_m_lw","muertes_m_lw","recuperados_m_lw","casos_l3","muertes_l3","recuperados_l3","casos_pc_l3","muertes_pc_l3","recuperados_pc_l3","casos_m_l3","muertes_m_l3","recuperados_m_l3","tendencia","tendencia_val","casos_d","casos_diff","casos_change_per","casos_change_per_m_lw","casos_change_per_m_l3","velocidad","velocidad_val","escenarios","escenarios_color","distribucion","pruebas_total","pruebas_pc","positivos_per","pruebas_lw","pruebas_pc_lw","pruebas_per_lw","hospitalizaciones_total","hospitalizaciones_per","movilidad_total","movilidad_lw","cuarentena_fd","cuarentena_d","region_img","rank_last_updated","rank_color_last_updated","rank_tendencia","rank_color_tendencia","rank_velocidad","rank_color_velocidad","rank_escenarios","rank_color_escenarios","rank_escenarios_color","rank_color_escenarios_color","rank_region_img","rank_color_region_img","rank_cuarentena_fd","rank_color_cuarentena_fd","rank_date_cero","rank_color_date_cero","rank_casos_total","rank_color_casos_total","rank_muertes_total","rank_color_muertes_total","rank_muertes_per","rank_color_muertes_per","rank_casos_pc","rank_color_casos_pc","rank_muertes_pc","rank_color_muertes_pc","rank_casos_l14","rank_color_casos_l14","rank_muertes_l14","rank_color_muertes_l14","rank_recuperados_l14","rank_color_recuperados_l14","rank_casos_pc_l14","rank_color_casos_pc_l14","rank_muertes_pc_l14","rank_color_muertes_pc_l14","rank_recuperados_pc_l14","rank_color_recuperados_pc_l14","rank_casos_m_l14","rank_color_casos_m_l14","rank_muertes_m_l14","rank_color_muertes_m_l14","rank_recuperados_m_l14","rank_color_recuperados_m_l14","rank_casos_l21","rank_color_casos_l21","rank_muertes_l21","rank_color_muertes_l21","rank_recuperados_l21","rank_color_recuperados_l21","rank_casos_pc_l21","rank_color_casos_pc_l21","rank_muertes_pc_l21","rank_color_muertes_pc_l21","rank_recuperados_pc_l21","rank_color_recuperados_pc_l21","rank_muertes_m_l21","rank_color_muertes_m_l21","rank_recuperados_m_l21","rank_color_recuperados_m_l21","rank_casos_lw","rank_color_casos_lw","rank_muertes_lw","rank_color_muertes_lw","rank_casos_pc_lw","rank_color_casos_pc_lw","rank_muertes_pc_lw","rank_color_muertes_pc_lw","rank_casos_m_lw","rank_color_casos_m_lw","rank_muertes_m_lw","rank_color_muertes_m_lw","rank_casos_l3","rank_color_casos_l3","rank_muertes_l3","rank_color_muertes_l3","rank_recuperados_l3","rank_color_recuperados_l3","rank_casos_pc_l3","rank_color_casos_pc_l3","rank_muertes_pc_l3","rank_color_muertes_pc_l3","rank_recuperados_pc_l3","rank_color_recuperados_pc_l3","rank_casos_m_l3","rank_color_casos_m_l3","rank_muertes_m_l3","rank_color_muertes_m_l3","rank_recuperados_m_l3","rank_color_recuperados_m_l3","rank_tendencia_val","rank_color_tendencia_val","rank_casos_d","rank_color_casos_d","rank_casos_diff","rank_color_casos_diff","rank_casos_change_per","rank_color_casos_change_per","rank_casos_change_per_m_lw","rank_color_casos_change_per_m_lw","rank_casos_change_per_m_l3","rank_color_casos_change_per_m_l3","rank_velocidad_val","rank_color_velocidad_val","rank_distribucion","rank_color_distribucion","rank_poblacion","rank_color_poblacion","rank_cuarentena_d","rank_color_cuarentena_d","rank_pruebas_total","rank_color_pruebas_total","rank_pruebas_pc","rank_color_pruebas_pc","rank_positivos_per","rank_color_positivos_per","rank_pruebas_lw","rank_color_pruebas_lw","rank_pruebas_pc_lw","rank_color_pruebas_pc_lw","rank_pruebas_per_lw","rank_color_pruebas_per_lw","rank_hospitalizaciones_total","rank_color_hospitalizaciones_total","rank_hospitalizaciones_per","rank_color_hospitalizaciones_per","rank_recuperados_total","rank_color_recuperados_total","rank_recuperados_lw","rank_color_recuperados_lw","rank_recuperados_pc","rank_color_recuperados_pc","rank_recuperados_per","rank_color_recuperados_per","rank_recuperados_pc_lw","rank_color_recuperados_pc_lw","rank_recuperados_m_lw","rank_color_recuperados_m_lw","rank_movilidad_total","rank_color_movilidad_total","rank_movilidad_lw","rank_color_movilidad_lw"
203,"Colombia","Quindío","Colombia","Quindio","Latinoamérica",539904,"2020-05-30","2020-07-04",169,5,118,2.9585798816568,69.8224852071006,31.3018610715979,0.926090564248459,21.8557373162636,23,0,7,4.26001659554291,0,1.29652678994784,1.57142857142857,0,1,0,1,11,1,9,2.03739924134661,0.185218112849692,1.66696301564723,1.57142857142857,0.142857142857143,1.28571428571429,5,1,9,0.926090564248459,0.185218112849692,1.66696301564723,1.66666666666667,0.333333333333333,3,"Descendiendo",0,1,1,0,-13.3333333333333,-33.3333333333333,"Desacelerando",150,"<h2>La situación del coronavirus en Quindío esta controlada:</h2><br>Hay que considerar también que la data de casos en Quindío es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de casos / 100 mil hab. (31),  son leves en comparación con otras regiones. <br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.00144308769532918,1210,224.113916548127,13.9669421487603,138,25.5600995732575,0.000174838329065456,2.63074886858509,1.55665613525745,-48.8689655172414,-46.6857142857143,"2020-03-20",108,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",1,"gray",51,"gray",2,"gray",1,"gray",13,"gray",19,"gray",195,"good",157,"good",109,"mid",198,"good",155,"good",195,"good",142,"good",54,"good",196,"good",142,"good",51,"good",199,"good",142,"good",54,"good",199,"good",112,"good",39,"good",197,"good",112,"good",38,"good",112,"good",39,"good",208,"good",133,"good",206,"good",136,"good",208,"good",133,"good",209,"good",132,"good",56,"good",205,"good",134,"good",56,"good",209,"good",132,"good",56,"good",128,"mid",209,"good",160,"good",74,"mid",200,"good",199,"good",29,"bad",212,"good",148,"gray",84,"gray",119,"gray",110,"gray",92,"gray",99,"gray",87,"gray",147,"gray",147,"gray",99,"gray",82,"gray",58,"gray",74,"gray",9,"gray",59,"gray",58,"gray",97,"mid",67,"good"
204,"Colombia","Risaralda","Colombia","Risaralda","Latinoamérica",943401,"2020-04-18","2020-07-04",587,15,297,2.55536626916525,50.5962521294719,62.2216851582731,1.58999195464071,31.481840701886,129,0,17,13.6739308099101,0,1.80199088192614,6.85714285714286,0,2.42857142857143,0,0.285714285714286,103,4,45,10.9179447551995,0.423997854570856,4.76997586392213,14.7142857142857,0.571428571428571,6.42857142857143,57,4,45,6.0419694276347,0.423997854570856,4.76997586392213,19,1.33333333333333,15,"Aumentando",114.583333333333,24,17,41.1764705882353,10.8186274509804,23.7132352941177,"Acelerando",119.188944268237,"<h2>La situación del coronavirus en Risaralda parece estar controlada:</h2><br>Hay que considerar también que la data de casos en Risaralda es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de casos / 100 mil hab. (62),  son leves en comparación con otras regiones. <br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede ir flexibilizando las medidas y volver a la normalidad, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil hab.","good",0.00501238152164632,4205,445.727744617612,13.9595719381688,482,51.0917414757881,0.00212107485617896,9.13757151396123,1.55665613525745,-53.7661971830986,-40.8857142857143,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",45,"gray",4,"gray",1,"gray",12,"gray",53,"gray",156,"good",135,"good",123,"good",176,"good",145,"good",141,"good",142,"good",47,"good",159,"good",142,"good",47,"good",168,"good",142,"good",47,"good",168,"good",112,"good",52,"good",184,"good",112,"good",53,"good",112,"good",52,"good",157,"good",114,"good",169,"good",122,"good",157,"good",114,"good",152,"good",114,"good",37,"mid",152,"good",118,"good",39,"mid",152,"good",114,"good",37,"mid",43,"bad",132,"mid",111,"good",45,"bad",61,"bad",48,"bad",93,"mid",181,"good",112,"gray",115,"gray",73,"gray",70,"gray",95,"gray",43,"gray",57,"gray",120,"gray",128,"gray",116,"gray",59,"gray",39,"gray",66,"gray",52,"gray",43,"gray",39,"gray",69,"mid",102,"mid"
206,"Colombia","Santander","Colombia","Santander","Latinoamérica",2184837,"2020-06-04","2020-07-04",846,14,216,1.6548463356974,25.531914893617,38.7214240696217,0.640780067345985,9.88632103905234,279,1,51,12.7698313421093,0.0457700048104275,2.3342702453318,17.7142857142857,0.142857142857143,7.28571428571429,0.285714285714286,0.428571428571429,224,3,110,10.2524810775358,0.137310014431283,5.03470052914703,32,0.428571428571429,15.7142857142857,123,3,110,5.62971059168258,0.137310014431283,5.03470052914703,41,1,36.6666666666667,"Aumentando",80.6451612903226,34,55,-38.1818181818182,5.32263814616756,11.7914438502674,"Acelerando",121.533824514401,"<h2>La situación del coronavirus en Santander parece estar controlada:</h2><br>Hay que considerar también que la data de casos en Santander es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de casos / 100 mil hab. (39),  son leves en comparación con otras regiones. <br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede ir flexibilizando las medidas y volver a la normalidad, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil hab.","good",0.00722397745709162,6061,277.411999156001,13.9580927239729,695,31.8101533432471,0.00440784205216603,13.169310904278,1.55665613525745,-44.3333333333333,-44.7428571428571,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",29,"gray",4,"gray",1,"gray",12,"gray",15,"gray",140,"mid",139,"good",148,"good",188,"good",162,"good",112,"mid",133,"good",31,"mid",162,"good",141,"good",45,"good",132,"mid",133,"good",31,"mid",132,"mid",98,"good",49,"good",182,"good",107,"good",55,"good",98,"good",49,"good",119,"mid",123,"good",173,"good",141,"good",119,"mid",123,"good",113,"mid",123,"good",22,"bad",158,"good",139,"good",38,"mid",113,"mid",123,"good",22,"bad",66,"bad",121,"mid",79,"mid",182,"good",81,"mid",64,"bad",91,"mid",161,"good",61,"gray",115,"gray",62,"gray",99,"gray",101,"gray",37,"gray",77,"gray",107,"gray",119,"gray",99,"gray",65,"gray",23,"gray",93,"gray",87,"gray",41,"gray",23,"gray",124,"mid",80,"mid"
207,"Colombia","Sucre","Colombia","Sucre","Latinoamérica",904863,"2020-06-07","2020-07-04",1549,86,155,5.55196901226598,10.0064557779212,171.186135359717,9.5042011884672,17.1296649327025,608,9,31,67.192492123117,0.994625705769824,3.4259329865405,26,1.28571428571429,4.42857142857143,1,1.42857142857143,569,66,108,62.8824473981144,7.29392184231204,11.9355084692379,81.2857142857143,9.42857142857143,15.4285714285714,275,66,108,30.3913410096335,7.29392184231204,11.9355084692379,91.6666666666667,22,36,"Aumentando",212.637362637363,59,117,-49.5726495726496,-6.27816627816628,-15.6954156954157,"Desacelerando",150,"<h2>La situación del coronavirus en Sucre es grave:</h2><br>• Las cifras de casos / 100 mil hab. en los últimos 7 días (62), se encuentran entre las peores del continente. <br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La data de casos en Sucre es poco confiable ya que el porcentaje de muertes es muy alto (6%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br><b>Por el lado positivo:</b><br>• La gente parece estar cumpliendo la cuarentena de manera estricta, con  una reducción de movilidad de un -56% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.0132268807104432,11098,1226.4840091815,13.957469814381,1273,140.684280382776,0.0147825949662381,24.1126035351379,1.55665613525745,-54.5333333333333,-56.1714285714286,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",20,"gray",4,"gray",1,"gray",11,"gray",13,"gray",118,"mid",90,"mid",55,"bad",116,"mid",84,"mid",78,"mid",100,"good",41,"good",62,"bad",99,"good",40,"good",119,"mid",100,"good",41,"good",119,"mid",81,"good",34,"mid",121,"mid",77,"good",42,"good",81,"good",34,"mid",77,"mid",45,"bad",66,"bad",12,"bad",77,"mid",45,"bad",71,"mid",35,"bad",23,"bad",62,"bad",11,"bad",33,"mid",71,"mid",35,"bad",23,"bad",21,"bad",96,"mid",52,"bad",190,"good",170,"good",181,"good",29,"bad",124,"mid",115,"gray",148,"gray",39,"gray",25,"gray",104,"gray",25,"gray",17,"gray",79,"gray",97,"gray",107,"gray",74,"gray",24,"gray",83,"gray",96,"gray",34,"gray",24,"gray",60,"good",29,"good"
208,"Colombia","Tolima","Colombia","Tolima","Latinoamérica",1330187,"2020-05-09","2020-07-04",1090,24,358,2.20183486238532,32.8440366972477,81.9433658575824,1.8042575968642,26.9135091532243,325,1,36,24.432654957536,0.0751773998693417,2.7063863952963,26.8571428571429,0.142857142857143,5.14285714285714,0.571428571428571,2.28571428571429,243,8,100,18.26810816825,0.601419198954734,7.51773998693417,34.7142857142857,1.14285714285714,14.2857142857143,113,8,100,8.49504618523561,0.601419198954734,7.51773998693417,37.6666666666667,2.66666666666667,33.3333333333333,"Aumentando",29.2553191489362,48,21,128.571428571429,15.72485653881,38.1493506493506,"Acelerando",142.605397099779,"<h2>La situación del coronavirus en Tolima es delicada:</h2><br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -43% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (81),  aun no son tan críticas en comparación con otras regiones.<br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.00930748868585091,7809,587.060315579689,13.9582532974773,896,67.3589502829302,0.00732158930188179,16.9675518743062,1.55665613525745,-49.528,-42.7428571428571,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",11,"gray",4,"gray",1,"gray",12,"gray",34,"gray",129,"mid",121,"good",135,"good",165,"good",143,"good",104,"mid",133,"good",36,"mid",120,"mid",138,"good",43,"good",116,"mid",133,"good",36,"mid",116,"mid",86,"good",25,"mid",146,"good",97,"good",41,"good",86,"good",25,"mid",116,"mid",100,"good",138,"mid",111,"good",116,"mid",100,"good",117,"mid",97,"mid",25,"mid",133,"mid",104,"good",36,"mid",117,"mid",97,"mid",25,"mid",95,"mid",105,"mid",109,"good",22,"bad",49,"bad",35,"bad",74,"mid",144,"good",93,"gray",115,"gray",53,"gray",57,"gray",99,"gray",30,"gray",43,"gray",94,"gray",108,"gray",99,"gray",56,"gray",26,"gray",68,"gray",83,"gray",39,"gray",26,"gray",96,"mid",91,"mid"
209,"Colombia","Valle del Cauca","Colombia","Valle del Cauca","Latinoamérica",4475886,"2020-04-16","2020-07-04",11202,434,4996,3.87430815925728,44.5991787180861,250.274470797514,9.69640424264604,111.620358516727,2282,60,995,50.9843190823001,1.34051671557318,22.2302355332553,221.428571428571,8.57142857142857,142.142857142857,4.71428571428571,51.2857142857143,2118,104,1840,47.3202400597334,2.32356230699352,41.1091792775777,302.571428571429,14.8571428571429,262.857142857143,1050,104,1840,23.4590425225307,2.32356230699352,41.1091792775777,350,34.6666666666667,613.333333333333,"Aumentando",36.6451612903226,298,396,-24.7474747474748,-2.70230393825899,-6.75575984564749,"Desacelerando",150,"<h2>La situación del coronavirus en Valle del Cauca es grave:</h2><br>• Las cifras de casos (11,202), casos en los últimos 7 días (2,118),  se encuentran entre las peores del continente. <br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -35% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.095653658953121,80262,1793.20921042225,13.9567915078119,9210,205.769315840484,0.773438977865591,174.37662027154,1.55665613525745,-48.7890410958904,-35.3142857142857,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",7,"gray",4,"gray",1,"gray",12,"gray",55,"gray",39,"bad",45,"bad",84,"mid",88,"mid",82,"mid",34,"bad",56,"mid",5,"bad",73,"mid",86,"mid",22,"mid",38,"bad",56,"mid",5,"bad",38,"bad",57,"mid",3,"bad",76,"mid",80,"good",14,"bad",57,"mid",3,"bad",33,"bad",37,"bad",82,"mid",58,"mid",33,"bad",37,"bad",29,"bad",25,"bad",4,"bad",81,"mid",39,"bad",9,"bad",29,"bad",25,"bad",4,"bad",89,"mid",37,"bad",21,"bad",171,"good",143,"good",168,"good",29,"bad",21,"bad",26,"gray",115,"gray",5,"gray",17,"gray",112,"gray",5,"gray",10,"gray",14,"gray",53,"gray",99,"gray",8,"gray",4,"gray",19,"gray",66,"gray",9,"gray",4,"gray",99,"mid",135,"mid"
216,"Costa Rica","Alajuela","Costa Rica","Alajuela","Latinoamérica",848146,"2020-04-06","2020-07-04",1130,7,549,0.619469026548673,48.5840707964602,133.231778490967,0.825329601271479,64.7294215854346,202,0,210,23.8166542081198,0,24.7598880381444,18.8571428571429,0,30,0,1.85714285714286,254,1,268,29.9476741032794,0.117904228753068,31.5983333058223,36.2857142857143,0.142857142857143,38.2857142857143,180,1,133,21.2227611755523,0.117904228753068,15.6812624241581,60,0.333333333333333,44.3333333333333,"Aumentando",92.4242424242424,56,55,1.81818181818181,35.7750550813211,75.5094422485727,"Acelerando",111.067298364546,"<h2>La situación del coronavirus en Alajuela es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.24453581475871,8475,999.238338682255,13.3333333333333,661,77.9346952057783,4.75826239492221,4.64618048041549,0.411166414196061,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",200,"gray",4,"gray",1,"gray",20,"gray",58,"gray",128,"mid",151,"good",167,"good",133,"mid",158,"good",123,"mid",142,"good",16,"bad",124,"mid",142,"good",20,"mid",129,"mid",142,"good",16,"bad",129,"mid",112,"good",31,"mid",141,"good",112,"good",34,"mid",112,"good",31,"mid",115,"mid",133,"good",109,"mid",144,"good",115,"mid",133,"good",92,"mid",132,"good",20,"bad",85,"mid",142,"good",26,"mid",92,"mid",132,"good",20,"bad",55,"bad",97,"mid",79,"mid",70,"bad",22,"bad",18,"bad",96,"mid",9,"bad",121,"gray",,,49,"gray",31,"gray",118,"gray",39,"gray",37,"gray",8,"gray",144,"gray",148,"gray",50,"gray",14,"gray",41,"gray",61,"gray",11,"gray",14,"gray",,,,
217,"Costa Rica","Cartago","Costa Rica","Cartago","Latinoamérica",490903,"2020-06-21","2020-07-04",186,0,79,0,42.4731182795699,37.8893589976024,0,16.0927922624225,26,0,22,5.29636201041754,0,4.48153708573792,2.57142857142857,0,3.14285714285714,0,0.571428571428571,64,0,9,13.0371987948739,0,1.83335608052915,9.14285714285714,0,1.28571428571429,38,0,6,7.7408367844564,0,1.22223738701943,12.6666666666667,0,2,"Aumentando",255.555555555555,7,7,0,75.515873015873,143.055555555556,"Acelerando",89.4377299001576,"<h2>La situación del coronavirus en Cartago es delicada:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (37), casos / 100 mil hab. en los últimos 7 días (13.04), aun no son tan críticas en comparación con otras regiones.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.0402510279160355,1395,284.170192482018,13.3333333333333,108,22.0002729663498,0.127969120251158,0.764769530404674,0.411166414196061,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",166,"gray",4,"gray",1,"gray",20,"gray",5,"gray",190,"good",171,"good",171,"good",189,"good",171,"good",192,"good",142,"good",45,"good",191,"good",142,"good",39,"mid",194,"good",142,"good",45,"good",194,"good",112,"good",48,"good",192,"good",112,"good",45,"good",112,"good",48,"good",177,"good",149,"good",161,"good",149,"good",177,"good",149,"good",164,"good",148,"good",61,"good",144,"good",148,"good",62,"good",164,"good",148,"good",61,"good",18,"bad",179,"good",132,"good",74,"mid",12,"bad",12,"bad",104,"mid",41,"bad",154,"gray",,,113,"gray",97,"gray",118,"gray",112,"gray",92,"gray",28,"gray",151,"gray",148,"gray",91,"gray",58,"gray",84,"gray",70,"gray",57,"gray",58,"gray",,,,
218,"Costa Rica","Guanacaste","Costa Rica","Guanacaste","Latinoamérica",326953,"2020-06-05","2020-07-04",326,1,170,0.306748466257669,52.1472392638037,99.7085207965671,0.305854358271678,51.9952409061853,64,1,88,19.5746789293874,0.305854358271678,26.9151835279077,8.42857142857143,0.142857142857143,12.5714285714286,0,2,75,0,89,22.9390768703759,0,27.2210378861794,10.7142857142857,0,12.7142857142857,49,0,49,14.9868635553122,0,14.9868635553122,16.3333333333333,0,16.3333333333333,"Aumentando",27.1186440677966,17,16,6.25,53.6706349206349,102.083333333333,"Acelerando",90.2033271719039,"<h2>La situación del coronavirus en Guanacaste es delicada:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (99),  aun no son tan críticas en comparación con otras regiones.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.0705475005410084,2445,747.813905974253,13.3333333333333,190,58.1123280716189,0.394584194960012,1.34040251027916,0.411166414196061,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",128,"gray",4,"gray",1,"gray",20,"gray",14,"gray",177,"good",167,"good",169,"good",150,"good",166,"good",169,"good",133,"good",23,"mid",139,"good",128,"good",18,"bad",161,"good",133,"good",23,"mid",161,"good",112,"good",28,"mid",132,"mid",112,"good",20,"mid",112,"good",28,"mid",165,"good",149,"good",125,"mid",149,"good",165,"good",149,"good",158,"good",148,"good",34,"mid",101,"mid",148,"good",27,"mid",158,"good",148,"good",34,"mid",96,"mid",146,"good",115,"good",67,"bad",17,"bad",16,"bad",102,"mid",27,"bad",179,"gray",,,97,"gray",45,"gray",118,"gray",82,"gray",49,"gray",20,"gray",149,"gray",148,"gray",71,"gray",27,"gray",52,"gray",46,"gray",16,"gray",27,"gray",,,,
219,"Costa Rica","Heredia","Costa Rica","Heredia","Latinoamérica",433677,"2020-05-31","2020-07-04",487,1,144,0.205338809034908,29.5687885010267,112.295556370294,0.230586358049885,33.2044355591835,103,0,57,23.7503948791382,0,13.1434224088434,6.71428571428571,0,8.14285714285714,0,0.857142857142857,169,1,65,38.9690945104306,0.230586358049885,14.9881132732425,24.1428571428571,0.142857142857143,9.28571428571429,125,0,6,28.8232947562356,0,1.38351814829931,41.6666666666667,0,2,"Aumentando",259.574468085106,36,36,0,39.9464753575266,103.197064989518,"Acelerando",158.338349168205,"<h2>La situación del coronavirus en Heredia es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (112),  aun no son tan críticas en comparación con otras regiones.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.105388444059727,3652,842.10137959818,13.3351588170865,285,65.7171120442172,0.884183295761622,2.00238043713482,0.411166414196062,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",124,"gray",4,"gray",1,"gray",20,"gray",18,"gray",166,"good",167,"good",170,"good",144,"good",167,"good",154,"good",142,"good",28,"mid",126,"mid",142,"good",30,"mid",169,"good",142,"good",28,"mid",169,"good",112,"good",41,"good",160,"good",112,"good",37,"mid",112,"good",41,"good",137,"mid",133,"good",91,"mid",132,"good",137,"mid",133,"good",112,"mid",148,"good",61,"good",66,"bad",148,"good",59,"good",112,"mid",148,"good",61,"good",17,"bad",117,"mid",90,"mid",74,"mid",18,"bad",15,"bad",21,"bad",18,"bad",163,"gray",,,82,"gray",42,"gray",117,"gray",70,"gray",45,"gray",13,"gray",148,"gray",146,"gray",75,"gray",32,"gray",64,"gray",84,"gray",28,"gray",32,"gray",,,,
